"GeneID" "Cluster"
"355" "YDL056W" "cluster3"
"356" "YDL058W" "cluster3"
"357" "YDL059C" "cluster5"
"358" "YDL060W" "cluster1"
"359" "YDL061C" "cluster1"
"360" "YDL063C" "cluster1"
"361" "YDL065C" "cluster5"
"362" "YDL066W" "cluster5"
"363" "YDL074C" "cluster3"
"364" "YDL075W" "cluster1"
"365" "YDL077C" "cluster3"
"366" "YDL078C" "cluster5"
"367" "YDL079C" "cluster4"
"368" "YDL081C" "cluster1"
"369" "YDL082W" "cluster1"
"370" "YDL083C" "cluster1"
"371" "YDL084W" "cluster1"
"372" "YDL085C-A" "cluster6"
"373" "YDL086W" "cluster4"
"374" "YDL087C" "cluster5"
"375" "YDL089W" "cluster5"
"376" "YDL090C" "cluster5"
"377" "YDL091C" "cluster5"
"378" "YDL093W" "cluster3"
"379" "YDL095W" "cluster3"
"380" "YDL097C" "cluster3"
"381" "YDL100C" "cluster3"
"382" "YDL101C" "cluster3"
"383" "YDL103C" "cluster3"
"384" "YDL106C" "cluster5"
"385" "YDL110C" "cluster2"
"386" "YDL112W" "cluster1"
"387" "YDL117W" "cluster3"
"388" "YDL119C" "cluster5"
"389" "YDL120W" "cluster5"
"390" "YDL122W" "cluster3"
"391" "YDL123W" "cluster4"
"392" "YDL124W" "cluster2"
"393" "YDL126C" "cluster5"
"394" "YDL127W" "cluster3"
"395" "YDL128W" "cluster3"
"396" "YDL130W-A" "cluster2"
"397" "YDL132W" "cluster3"
"398" "YDL133W" "cluster3"
"399" "YDL135C" "cluster3"
"400" "YDL136W" "cluster1"
"401" "YDL137W" "cluster5"
"402" "YDL141W" "cluster3"
"403" "YDL144C" "cluster5"
"404" "YDL148C" "cluster1"
"405" "YDL149W" "cluster5"
"406" "YDL150W" "cluster1"
"407" "YDL153C" "cluster1"
"408" "YDL154W" "cluster4"
"409" "YDL157C" "cluster6"
"410" "YDL164C" "cluster3"
"411" "YDL165W" "cluster3"
"412" "YDL167C" "cluster1"
"413" "YDL168W" "cluster3"
"414" "YDL169C" "cluster8"
"415" "YDL171C" "cluster6"
"416" "YDL173W" "cluster4"
"417" "YDL174C" "cluster4"
"418" "YDL175C" "cluster5"
"419" "YDL179W" "cluster3"
"420" "YDL182W" "cluster6"
"421" "YDL183C" "cluster4"
"422" "YDL184C" "cluster1"
"423" "YDL185W" "cluster3"
"424" "YDL188C" "cluster3"
"425" "YDL191W" "cluster1"
"426" "YDL192W" "cluster1"
"427" "YDL193W" "cluster5"
"428" "YDL195W" "cluster3"
"429" "YDL197C" "cluster5"
"430" "YDL198C" "cluster3"
"431" "YDL199C" "cluster4"
"432" "YDL201W" "cluster1"
"433" "YDL202W" "cluster5"
"434" "YDL204W" "cluster8"
"435" "YDL207W" "cluster3"
"436" "YDL208W" "cluster1"
"437" "YDL209C" "cluster1"
"438" "YDL210W" "cluster2"
"439" "YDL211C" "cluster3"
"440" "YDL212W" "cluster3"
"441" "YDL213C" "cluster1"
"442" "YDL215C" "cluster4"
"443" "YDL220C" "cluster3"
"444" "YDL224C" "cluster3"
"445" "YDL226C" "cluster3"
"446" "YDL227C" "cluster6"
"447" "YDL229W" "cluster1"
"448" "YDL230W" "cluster5"
"449" "YDL232W" "cluster3"
"450" "YDL234C" "cluster4"
"451" "YDL236W" "cluster3"
"452" "YDL240W" "cluster3"
"453" "YDL244W" "cluster8"
"454" "YDR002W" "cluster1"
"455" "YDR003W" "cluster4"
"456" "YDR003W-A" "cluster4"
"457" "YDR004W" "cluster3"
"458" "YDR005C" "cluster5"
"459" "YDR006C" "cluster3"
"460" "YDR007W" "cluster4"
"461" "YDR008C" "cluster7"
"462" "YDR012W" "cluster1"
"463" "YDR014W-A" "cluster8"
"464" "YDR021W" "cluster1"
"465" "YDR022C" "cluster4"
"466" "YDR023W" "cluster1"
"467" "YDR025W" "cluster1"
"468" "YDR028C" "cluster5"
"469" "YDR029W" "cluster4"
"470" "YDR033W" "cluster6"
"471" "YDR034C" "cluster3"
"472" "YDR034C-D" "cluster9"
"473" "YDR034W-B" "cluster8"
"474" "YDR035W" "cluster3"
"475" "YDR037W" "cluster1"
"476" "YDR038C" "cluster3"
"477" "YDR042C" "cluster2"
"478" "YDR043C" "cluster4"
"479" "YDR045C" "cluster1"
"480" "YDR046C" "cluster3"
"481" "YDR050C" "cluster6"
