"GeneID" "Cluster"
"633" "YDR409W" "cluster3"
"634" "YDR410C" "cluster1"
"635" "YDR411C" "cluster2"
"636" "YDR412W" "cluster13"
"637" "YDR418W" "cluster10"
"638" "YDR420W" "cluster1"
"639" "YDR422C" "cluster3"
"640" "YDR425W" "cluster6"
"641" "YDR427W" "cluster3"
"642" "YDR428C" "cluster1"
"643" "YDR429C" "cluster8"
"644" "YDR432W" "cluster5"
"645" "YDR435C" "cluster6"
"646" "YDR436W" "cluster2"
"647" "YDR443C" "cluster2"
"648" "YDR447C" "cluster10"
"649" "YDR449C" "cluster9"
"650" "YDR450W" "cluster10"
"651" "YDR451C" "cluster1"
"652" "YDR452W" "cluster3"
"653" "YDR453C" "cluster4"
"654" "YDR460W" "cluster3"
"655" "YDR461C-A" "cluster4"
"656" "YDR461W" "cluster5"
"657" "YDR462W" "cluster2"
"658" "YDR463W" "cluster2"
"659" "YDR465C" "cluster9"
"660" "YDR466W" "cluster2"
"661" "YDR469W" "cluster1"
"662" "YDR470C" "cluster3"
"663" "YDR471W" "cluster10"
"664" "YDR475C" "cluster2"
"665" "YDR476C" "cluster7"
"666" "YDR477W" "cluster3"
"667" "YDR480W" "cluster2"
"668" "YDR481C" "cluster2"
"669" "YDR482C" "cluster1"
"670" "YDR483W" "cluster1"
"671" "YDR486C" "cluster2"
"672" "YDR488C" "cluster5"
"673" "YDR490C" "cluster2"
"674" "YDR492W" "cluster5"
"675" "YDR496C" "cluster9"
"676" "YDR497C" "cluster5"
"677" "YDR498C" "cluster3"
"678" "YDR499W" "cluster3"
"679" "YDR501W" "cluster7"
"680" "YDR502C" "cluster5"
"681" "YDR503C" "cluster2"
"682" "YDR507C" "cluster1"
"683" "YDR508C" "cluster1"
"684" "YDR510W" "cluster3"
"685" "YDR511W" "cluster6"
"686" "YDR512C" "cluster6"
"687" "YDR513W" "cluster6"
"688" "YDR516C" "cluster4"
"689" "YDR517W" "cluster2"
"690" "YDR519W" "cluster1"
"691" "YDR520C" "cluster3"
"692" "YDR523C" "cluster13"
"693" "YDR524C" "cluster1"
"694" "YDR527W" "cluster8"
"695" "YDR528W" "cluster1"
"696" "YDR529C" "cluster6"
"697" "YDR531W" "cluster1"
"698" "YDR535C" "cluster11"
"699" "YDR538W" "cluster5"
"700" "YDR539W" "cluster3"
"701" "YDR540C" "cluster4"
"702" "YDR541C" "cluster5"
"703" "YEL001C" "cluster1"
"704" "YEL006W" "cluster2"
"705" "YEL007W" "cluster3"
"706" "YEL009C" "cluster1"
"707" "YEL011W" "cluster11"
"708" "YEL016C" "cluster3"
"709" "YEL017C-A" "cluster5"
"710" "YEL017W" "cluster2"
"711" "YEL026W" "cluster10"
"712" "YEL027W" "cluster1"
"713" "YEL029C" "cluster1"
"714" "YEL032W" "cluster1"
"715" "YEL033W" "cluster13"
"716" "YEL038W" "cluster2"
"717" "YEL039C" "cluster11"
"718" "YEL041W" "cluster6"
"719" "YEL047C" "cluster5"
"720" "YEL048C" "cluster5"
"721" "YEL053C" "cluster1"
"722" "YEL054C" "cluster10"
