"GeneID" "Cluster"
"413" "YDL045W-A" "cluster1"
"414" "YDL046W" "cluster3"
"415" "YDL047W" "cluster1"
"416" "YDL049C" "cluster7"
"417" "YDL052C" "cluster1"
"418" "YDL054C" "cluster2"
"419" "YDL055C" "cluster5"
"420" "YDL056W" "cluster1"
"421" "YDL057W" "cluster2"
"422" "YDL059C" "cluster2"
"423" "YDL060W" "cluster4"
"424" "YDL061C" "cluster9"
"425" "YDL063C" "cluster4"
"426" "YDL066W" "cluster6"
"427" "YDL068W" "cluster8"
"428" "YDL069C" "cluster5"
"429" "YDL070W" "cluster2"
"430" "YDL075W" "cluster9"
"431" "YDL076C" "cluster1"
"432" "YDL079C" "cluster3"
"433" "YDL081C" "cluster9"
"434" "YDL082W" "cluster9"
"435" "YDL083C" "cluster9"
"436" "YDL085W" "cluster10"
"437" "YDL087C" "cluster1"
"438" "YDL089W" "cluster1"
"439" "YDL090C" "cluster1"
"440" "YDL091C" "cluster2"
"441" "YDL092W" "cluster1"
"442" "YDL093W" "cluster5"
"443" "YDL095W" "cluster1"
"444" "YDL097C" "cluster1"
"445" "YDL099W" "cluster1"
"446" "YDL100C" "cluster1"
"447" "YDL101C" "cluster1"
"448" "YDL102W" "cluster1"
"449" "YDL103C" "cluster1"
"450" "YDL104C" "cluster1"
"451" "YDL105W" "cluster1"
"452" "YDL106C" "cluster2"
"453" "YDL107W" "cluster2"
"454" "YDL110C" "cluster3"
"455" "YDL111C" "cluster1"
"456" "YDL112W" "cluster4"
"457" "YDL114W" "cluster8"
"458" "YDL116W" "cluster1"
"459" "YDL119C" "cluster1"
"460" "YDL120W" "cluster1"
"461" "YDL122W" "cluster1"
"462" "YDL124W" "cluster3"
"463" "YDL125C" "cluster2"
"464" "YDL126C" "cluster2"
"465" "YDL127W" "cluster1"
"466" "YDL128W" "cluster1"
"467" "YDL129W" "cluster7"
"468" "YDL130W" "cluster9"
"469" "YDL130W-A" "cluster3"
"470" "YDL131W" "cluster1"
"471" "YDL132W" "cluster1"
"472" "YDL133W" "cluster1"
"473" "YDL135C" "cluster1"
"474" "YDL136W" "cluster9"
"475" "YDL137W" "cluster2"
"476" "YDL138W" "cluster1"
"477" "YDL140C" "cluster1"
"478" "YDL142C" "cluster2"
"479" "YDL144C" "cluster2"
"480" "YDL146W" "cluster1"
"481" "YDL147W" "cluster1"
"482" "YDL148C" "cluster4"
"483" "YDL149W" "cluster2"
"484" "YDL150W" "cluster4"
"485" "YDL153C" "cluster4"
"486" "YDL154W" "cluster2"
"487" "YDL157C" "cluster5"
"488" "YDL159W" "cluster1"
"489" "YDL160C-A" "cluster6"
"490" "YDL164C" "cluster1"
"491" "YDL167C" "cluster4"
"492" "YDL168W" "cluster2"
"493" "YDL169C" "cluster10"
"494" "YDL170W" "cluster1"
"495" "YDL171C" "cluster5"
"496" "YDL173W" "cluster6"
"497" "YDL174C" "cluster3"
"498" "YDL175C" "cluster1"
"499" "YDL183C" "cluster6"
"500" "YDL185W" "cluster1"
"501" "YDL190C" "cluster1"
"502" "YDL191W" "cluster9"
"503" "YDL192W" "cluster4"
"504" "YDL193W" "cluster1"
"505" "YDL195W" "cluster1"
"506" "YDL197C" "cluster2"
"507" "YDL198C" "cluster1"
"508" "YDL199C" "cluster3"
"509" "YDL200C" "cluster2"
"510" "YDL201W" "cluster4"
"511" "YDL203C" "cluster1"
"512" "YDL204W" "cluster10"
"513" "YDL206W" "cluster2"
"514" "YDL208W" "cluster4"
"515" "YDL209C" "cluster1"
"516" "YDL212W" "cluster1"
"517" "YDL213C" "cluster4"
"518" "YDL214C" "cluster3"
"519" "YDL215C" "cluster3"
"520" "YDL218W" "cluster3"
"521" "YDL220C" "cluster1"
"522" "YDL221W" "cluster3"
"523" "YDL222C" "cluster10"
"524" "YDL223C" "cluster10"
"525" "YDL224C" "cluster1"
"526" "YDL225W" "cluster1"
"527" "YDL227C" "cluster5"
"528" "YDL229W" "cluster9"
"529" "YDL230W" "cluster2"
"530" "YDL232W" "cluster1"
"531" "YDL233W" "cluster2"
"532" "YDL234C" "cluster3"
"533" "YDL236W" "cluster1"
"534" "YDL237W" "cluster2"
"535" "YDL241W" "cluster7"
"536" "YDR001C" "cluster3"
"537" "YDR006C" "cluster1"
"538" "YDR007W" "cluster6"
"539" "YDR012W" "cluster9"
"540" "YDR013W" "cluster1"
"541" "YDR014W-A" "cluster10"
"542" "YDR017C" "cluster1"
"543" "YDR018C" "cluster3"
"544" "YDR020C" "cluster5"
"545" "YDR021W" "cluster4"
"546" "YDR023W" "cluster4"
"547" "YDR024W" "cluster7"
"548" "YDR025W" "cluster9"
"549" "YDR027C" "cluster1"
"550" "YDR029W" "cluster6"
"551" "YDR034C" "cluster1"
"552" "YDR034C-D" "cluster8"
"553" "YDR034W-B" "cluster10"
"554" "YDR035W" "cluster1"
"555" "YDR036C" "cluster2"
"556" "YDR037W" "cluster4"
"557" "YDR038C" "cluster1"
"558" "YDR040C" "cluster3"
"559" "YDR041W" "cluster1"
"560" "YDR042C" "cluster7"
"561" "YDR045C" "cluster4"
"562" "YDR046C" "cluster1"
"563" "YDR049W" "cluster1"
"564" "YDR055W" "cluster3"
"565" "YDR056C" "cluster1"
"566" "YDR057W" "cluster1"
"567" "YDR058C" "cluster2"
"568" "YDR060W" "cluster4"
"569" "YDR062W" "cluster1"
"570" "YDR063W" "cluster2"
"571" "YDR064W" "cluster9"
"572" "YDR065W" "cluster1"
"573" "YDR067C" "cluster1"
"574" "YDR068W" "cluster1"
"575" "YDR069C" "cluster2"
"576" "YDR070C" "cluster10"
"577" "YDR071C" "cluster1"
"578" "YDR074W" "cluster3"
"579" "YDR076W" "cluster6"
"580" "YDR077W" "cluster3"
"581" "YDR083W" "cluster4"
"582" "YDR085C" "cluster3"
"583" "YDR089W" "cluster1"
"584" "YDR090C" "cluster1"
"585" "YDR091C" "cluster4"
"586" "YDR093W" "cluster1"
"587" "YDR096W" "cluster3"
"588" "YDR098C" "cluster1"
"589" "YDR100W" "cluster3"
"590" "YDR101C" "cluster4"
"591" "YDR103W" "cluster1"
"592" "YDR104C" "cluster1"
"593" "YDR105C" "cluster1"
"594" "YDR106W" "cluster3"
"595" "YDR108W" "cluster1"
"596" "YDR109C" "cluster1"
"597" "YDR113C" "cluster1"
"598" "YDR115W" "cluster2"
"599" "YDR119W" "cluster4"
"600" "YDR119W-A" "cluster10"
"601" "YDR121W" "cluster1"
"602" "YDR122W" "cluster2"
"603" "YDR123C" "cluster7"
"604" "YDR124W" "cluster6"
"605" "YDR126W" "cluster1"
"606" "YDR127W" "cluster1"
"607" "YDR128W" "cluster1"
"608" "YDR129C" "cluster2"
"609" "YDR133C" "cluster8"
"610" "YDR135C" "cluster1"
"611" "YDR140W" "cluster1"
"612" "YDR141C" "cluster1"
"613" "YDR143C" "cluster1"
"614" "YDR145W" "cluster1"
"615" "YDR146C" "cluster5"
"616" "YDR151C" "cluster1"
"617" "YDR153C" "cluster1"
"618" "YDR154C" "cluster8"
"619" "YDR155C" "cluster3"
"620" "YDR158W" "cluster5"
"621" "YDR161W" "cluster4"
"622" "YDR162C" "cluster1"
"623" "YDR163W" "cluster1"
"624" "YDR164C" "cluster1"
"625" "YDR165W" "cluster4"
"626" "YDR169C" "cluster2"
"627" "YDR170C" "cluster1"
"628" "YDR170W-A" "cluster6"
"629" "YDR171W" "cluster3"
"630" "YDR172W" "cluster1"
"631" "YDR173C" "cluster2"
"632" "YDR174W" "cluster1"
"633" "YDR175C" "cluster1"
"634" "YDR176W" "cluster1"
"635" "YDR180W" "cluster1"
"636" "YDR182W-A" "cluster3"
"637" "YDR184C" "cluster4"
"638" "YDR185C" "cluster5"
"639" "YDR186C" "cluster2"
"640" "YDR188W" "cluster1"
"641" "YDR192C" "cluster1"
"642" "YDR195W" "cluster1"
"643" "YDR196C" "cluster2"
"644" "YDR197W" "cluster1"
"645" "YDR198C" "cluster1"
"646" "YDR200C" "cluster2"
"647" "YDR201W" "cluster1"
"648" "YDR204W" "cluster3"
"649" "YDR207C" "cluster1"
"650" "YDR208W" "cluster1"
"651" "YDR210C-D" "cluster8"
"652" "YDR210W-B" "cluster8"
"653" "YDR214W" "cluster6"
"654" "YDR218C" "cluster10"
"655" "YDR221W" "cluster1"
"656" "YDR223W" "cluster3"
"657" "YDR224C" "cluster5"
"658" "YDR225W" "cluster5"
"659" "YDR226W" "cluster4"
"660" "YDR229W" "cluster1"
"661" "YDR231C" "cluster3"
"662" "YDR233C" "cluster1"
"663" "YDR235W" "cluster1"
"664" "YDR239C" "cluster1"
"665" "YDR240C" "cluster1"
"666" "YDR242W" "cluster2"
"667" "YDR244W" "cluster2"
"668" "YDR245W" "cluster1"
"669" "YDR246W" "cluster2"
"670" "YDR246W-A" "cluster3"
"671" "YDR248C" "cluster2"
"672" "YDR249C" "cluster1"
"673" "YDR251W" "cluster1"
"674" "YDR253C" "cluster2"
"675" "YDR254W" "cluster2"
"676" "YDR256C" "cluster3"
"677" "YDR257C" "cluster1"
"678" "YDR258C" "cluster3"
"679" "YDR261C" "cluster1"
"680" "YDR261C-D" "cluster8"
"681" "YDR263C" "cluster6"
"682" "YDR264C" "cluster1"
"683" "YDR265W" "cluster1"
"684" "YDR266C" "cluster1"
"685" "YDR267C" "cluster1"
"686" "YDR270W" "cluster6"
"687" "YDR273W" "cluster3"
"688" "YDR277C" "cluster3"
"689" "YDR279W" "cluster1"
"690" "YDR280W" "cluster1"
"691" "YDR281C" "cluster7"
"692" "YDR283C" "cluster1"
"693" "YDR289C" "cluster1"
"694" "YDR292C" "cluster1"
"695" "YDR293C" "cluster2"
"696" "YDR296W" "cluster1"
"697" "YDR297W" "cluster1"
"698" "YDR299W" "cluster4"
"699" "YDR300C" "cluster4"
"700" "YDR301W" "cluster1"
"701" "YDR303C" "cluster1"
"702" "YDR304C" "cluster2"
"703" "YDR305C" "cluster1"
"704" "YDR306C" "cluster2"
"705" "YDR308C" "cluster1"
"706" "YDR309C" "cluster1"
"707" "YDR310C" "cluster1"
"708" "YDR312W" "cluster4"
"709" "YDR313C" "cluster2"
"710" "YDR319C" "cluster2"
"711" "YDR321W" "cluster4"
"712" "YDR322C-A" "cluster2"
"713" "YDR324C" "cluster4"
"714" "YDR325W" "cluster1"
"715" "YDR326C" "cluster1"
"716" "YDR328C" "cluster2"
"717" "YDR329C" "cluster2"
"718" "YDR330W" "cluster2"
"719" "YDR331W" "cluster1"
"720" "YDR333C" "cluster1"
"721" "YDR334W" "cluster1"
"722" "YDR335W" "cluster1"
"723" "YDR338C" "cluster1"
"724" "YDR339C" "cluster4"
"725" "YDR341C" "cluster4"
"726" "YDR342C" "cluster10"
"727" "YDR345C" "cluster5"
"728" "YDR346C" "cluster1"
"729" "YDR350C" "cluster1"
"730" "YDR352W" "cluster1"
"731" "YDR353W" "cluster1"
"732" "YDR354W" "cluster1"
"733" "YDR356W" "cluster1"
"734" "YDR357C" "cluster2"
"735" "YDR358W" "cluster3"
"736" "YDR361C" "cluster4"
"737" "YDR362C" "cluster1"
"738" "YDR363W" "cluster1"
"739" "YDR364C" "cluster1"
"740" "YDR365C" "cluster4"
"741" "YDR365W-B" "cluster8"
"742" "YDR367W" "cluster1"
"743" "YDR371W" "cluster1"
"744" "YDR372C" "cluster1"
"745" "YDR376W" "cluster1"
"746" "YDR378C" "cluster1"
"747" "YDR382W" "cluster9"
"748" "YDR383C" "cluster1"
"749" "YDR384C" "cluster5"
"750" "YDR385W" "cluster9"
"751" "YDR389W" "cluster1"
"752" "YDR392W" "cluster1"
"753" "YDR394W" "cluster1"
"754" "YDR395W" "cluster4"
"755" "YDR397C" "cluster8"
"756" "YDR398W" "cluster4"
"757" "YDR399W" "cluster4"
"758" "YDR400W" "cluster5"
"759" "YDR402C" "cluster7"
"760" "YDR404C" "cluster1"
"761" "YDR406W" "cluster3"
"762" "YDR407C" "cluster1"
"763" "YDR409W" "cluster1"
"764" "YDR410C" "cluster1"
"765" "YDR411C" "cluster1"
"766" "YDR418W" "cluster9"
"767" "YDR419W" "cluster1"
"768" "YDR420W" "cluster1"
"769" "YDR422C" "cluster1"
"770" "YDR423C" "cluster2"
"771" "YDR424C" "cluster2"
"772" "YDR425W" "cluster2"
"773" "YDR427W" "cluster1"
"774" "YDR428C" "cluster1"
"775" "YDR429C" "cluster4"
"776" "YDR430C" "cluster1"
"777" "YDR432W" "cluster7"
"778" "YDR434W" "cluster1"
"779" "YDR435C" "cluster2"
"780" "YDR436W" "cluster2"
"781" "YDR439W" "cluster1"
"782" "YDR446W" "cluster8"
"783" "YDR447C" "cluster9"
"784" "YDR448W" "cluster1"
"785" "YDR450W" "cluster9"
"786" "YDR451C" "cluster1"
"787" "YDR452W" "cluster1"
"788" "YDR453C" "cluster3"
"789" "YDR454C" "cluster4"
"790" "YDR457W" "cluster1"
"791" "YDR458C" "cluster1"
"792" "YDR460W" "cluster1"
"793" "YDR461C-A" "cluster3"
"794" "YDR461W" "cluster7"
"795" "YDR462W" "cluster2"
"796" "YDR463W" "cluster1"
"797" "YDR468C" "cluster1"
"798" "YDR469W" "cluster1"
"799" "YDR470C" "cluster1"
"800" "YDR471W" "cluster9"
"801" "YDR472W" "cluster1"
"802" "YDR473C" "cluster1"
"803" "YDR477W" "cluster1"
"804" "YDR478W" "cluster1"
"805" "YDR479C" "cluster2"
"806" "YDR480W" "cluster1"
"807" "YDR481C" "cluster2"
"808" "YDR483W" "cluster1"
"809" "YDR485C" "cluster1"
"810" "YDR486C" "cluster1"
"811" "YDR488C" "cluster5"
"812" "YDR490C" "cluster2"
"813" "YDR492W" "cluster5"
"814" "YDR494W" "cluster1"
"815" "YDR495C" "cluster1"
